619,87,571,87,571,71,619,71
524,93,522,76,565,71,567,88
250,200,184,185,191,154,257,168
35,196,33,173,88,169,90,191
282,210,251,202,255,185,287,194
1100,206,1099,190,1128,189,1129,204
325,219,282,209,285,197,328,207
575,227,572,203,639,196,642,220
518,231,515,205,573,199,576,226
1191,251,1187,224,1233,218,1237,245
35,273,34,257,90,254,91,269
289,291,285,276,315,269,318,284
32,288,31,275,94,270,95,283
1193,312,1193,291,1233,291,1233,312
588,321,586,301,648,296,650,315
573,322,571,304,586,302,588,320
528,329,525,310,570,305,573,324
1203,356,1203,333,1250,333,1250,356
