653,160,652,141,692,137,694,155
581,170,578,151,646,142,649,161
545,177,542,158,571,153,574,172
520,180,517,162,538,160,540,177
443,189,441,168,514,161,516,182
375,195,373,175,433,170,435,190
353,197,353,180,365,180,365,197
251,210,250,189,343,182,345,203
192,216,190,198,242,194,244,212
532,237,530,211,559,209,560,235
449,252,447,224,513,220,515,248
354,258,352,228,427,225,428,255
507,284,505,249,632,243,633,277
288,322,285,282,486,264,490,304
230,457,228,441,402,420,403,435
116,451,111,438,129,430,134,443
