282,27,143,24,144,2,283,5
424,58,420,42,466,32,469,47
451,64,449,51,482,45,484,57
433,69,433,56,447,56,447,69
242,75,242,63,276,63,276,75
155,81,155,63,225,63,225,81
702,90,700,75,732,71,734,86
677,93,675,80,700,76,702,89
612,105,610,90,647,86,649,101
458,111,455,94,485,89,488,106
428,194,426,172,473,167,475,190
354,200,352,179,420,173,421,195
384,229,383,220,428,218,429,228
353,231,353,222,381,222,381,231
640,262,635,243,697,228,702,248
354,246,353,237,379,235,380,244
268,260,265,248,307,240,310,252
203,270,201,258,256,249,258,261
