130,31,120,22,143,-2,153,6
698,13,697,4,725,3,726,11
666,18,664,8,694,4,695,14
116,47,106,37,119,23,130,34
511,67,511,25,593,25,593,67
84,82,73,71,103,39,115,50
388,95,377,89,390,63,401,69
49,120,38,110,72,73,83,84
8,169,-3,158,37,112,49,123
731,150,730,141,759,138,760,147
115,233,100,222,161,136,176,147
681,156,680,146,728,141,729,150
583,198,582,160,602,159,604,197
255,269,235,175,359,148,379,243
529,201,528,183,574,181,575,200
693,242,692,234,709,232,710,240
763,245,762,234,785,233,786,243
727,247,726,236,759,235,760,245
694,250,693,242,726,240,727,249
704,260,703,251,762,247,763,255
353,292,348,281,370,272,374,283
543,293,541,275,588,272,589,289
326,305,321,294,348,283,352,294
375,303,371,293,388,286,392,296
354,314,349,304,370,294,375,303
285,323,280,311,319,295,324,307
312,334,307,323,347,305,352,316
350,338,344,328,371,313,376,323
701,325,700,315,733,314,734,323
292,345,286,333,306,323,312,335
299,364,293,353,343,327,348,338
267,356,262,345,285,335,290,346
553,368,552,351,598,349,599,366
706,366,706,357,756,355,757,364
369,479,358,467,419,414,430,426
606,467,603,431,641,429,643,464
784,464,784,454,809,454,809,464
718,467,717,458,771,455,772,464
283,555,270,539,356,472,368,487
651,618,642,559,655,557,664,616
636,619,629,560,642,558,648,617
441,710,424,702,449,648,466,656
349,716,338,706,373,664,384,674
