106,63,56,60,58,27,108,30
222,76,120,66,123,37,225,47
397,86,306,81,308,58,398,62
134,93,50,86,52,68,136,75
45,87,1,86,2,71,46,73
141,93,141,77,160,77,160,93
2,111,2,99,36,99,36,111
68,112,40,110,41,97,69,98
142,119,72,112,74,97,143,104
208,119,146,116,147,101,209,104
253,122,212,118,214,101,255,105
50,128,5,124,6,113,51,117
54,128,54,116,70,116,70,128
102,132,74,130,75,115,103,117
150,133,103,131,104,116,151,117
210,135,153,131,154,117,211,121
411,140,302,132,303,120,412,128
1275,171,1242,169,1243,157,1276,159
643,184,643,168,655,168,655,184
872,228,802,225,803,207,873,210
109,248,109,239,127,239,127,248
601,365,568,364,570,328,603,329
